umid_inst,pto_orvalho_inst,pressao,radiacao,vento_vel,temp_inst
76.0,15.6,926.7,-3.54,2.0,20.1
79.0,16.0,926.5,-3.54,2.5,19.6
82.0,15.9,926.8,-3.54,2.1,19.1
81.0,15.9,927.3,-3.513,2.2,19.3
82.0,15.8,928.0,18.715,1.6,18.8
77.0,16.1,928.8,419.219,1.7,20.3
69.0,15.6,929.4,1251.542,0.8,21.6
58.0,15.6,929.3,2436.033,1.7,24.4
50.0,14.0,928.8,3173.619,1.7,25.1
46.0,14.6,928.1,3429.582,2.3,27.1
41.0,13.2,927.4,3929.388,1.7,27.8
35.0,11.8,926.4,3742.758,2.4,28.9
33.0,11.5,925.6,3115.692,0.9,29.6
32.0,11.4,924.8,3354.418,2.8,30.0
31.0,11.0,924.4,2070.71,2.3,30.2
30.0,10.8,924.2,816.448,0.6,30.2
34.0,11.2,924.6,381.641,2.2,28.5
40.0,12.1,925.0,6.099,1.5,26.7
42.0,11.7,925.5,-3.54,2.0,25.6
44.0,11.7,926.2,-3.54,2.4,24.7
47.0,11.8,926.5,-3.54,1.9,23.6
50.0,11.9,926.3,-3.54,1.7,22.8
52.0,12.0,925.8,-3.54,1.5,22.5
58.0,13.7,926.0,-3.54,2.4,22.4
63.0,13.4,926.3,-3.54,2.3,20.7
75.0,15.4,926.2,-3.54,1.9,20.0
80.0,15.7,926.6,-3.54,1.8,19.3
82.0,16.0,927.0,-3.54,2.0,19.0
80.0,15.9,927.7,24.234,2.7,19.4
74.0,15.9,928.3,534.634,3.4,20.6
69.0,15.9,929.0,1363.215,2.9,21.9
59.0,15.4,928.8,2402.348,2.9,23.9
53.0,14.9,928.6,2894.642,2.8,25.1
45.0,14.6,927.9,3684.2,2.7,27.5
41.0,13.9,927.0,3958.491,2.3,28.4
40.0,14.1,925.9,4053.125,3.5,29.3
36.0,13.0,924.6,3530.133,2.6,29.7
36.0,13.4,923.8,2189.778,2.6,30.0
33.0,12.7,923.6,2311.724,3.1,30.9
34.0,12.3,923.6,1493.074,3.1,29.7
39.0,13.0,923.8,393.784,3.0,28.2
44.0,13.5,924.8,3.912,3.0,27.0
48.0,13.8,925.4,-3.54,2.0,25.6
51.0,13.8,925.9,-3.54,1.7,24.5
53.0,13.5,926.1,-3.54,1.3,23.5
55.0,13.4,926.2,-3.54,2.6,22.8
61.0,14.5,926.0,-3.54,2.3,22.2
61.0,13.8,925.9,-3.54,3.1,21.6
63.0,13.2,925.8,-3.54,2.3,20.6
65.0,12.9,925.9,-3.54,2.9,19.7
74.0,14.2,925.8,-3.54,3.0,18.8
79.0,14.6,926.0,-3.54,3.5,18.3
79.0,14.3,926.6,14.639,3.2,18.0
74.0,14.8,927.2,514.763,4.5,19.5
66.0,15.2,928.0,1384.153,3.2,21.9
56.0,14.0,928.4,2342.016,3.0,23.4
48.0,13.8,928.1,3070.642,3.5,25.8
42.0,13.2,927.4,3555.239,3.2,27.2
40.0,13.7,926.9,2671.644,2.3,28.5
38.0,13.3,925.9,2818.302,1.8,29.0
37.0,13.2,925.1,2293.142,2.1,29.6
35.0,12.0,924.5,1858.431,2.5,29.0
37.0,12.7,924.5,680.081,2.6,28.9
35.0,11.6,924.7,791.595,1.9,28.7
39.0,12.3,925.2,299.627,2.3,27.5
43.0,12.5,925.2,7.341,2.0,26.0
47.0,12.7,925.8,-3.54,1.8,24.9
52.0,12.9,926.3,-3.54,1.4,23.4
55.0,13.0,926.7,-3.54,1.4,22.4
58.0,12.9,926.9,-3.54,1.7,21.5
66.0,14.9,926.9,-3.54,1.2,21.6
71.0,15.9,926.9,-3.54,2.4,21.5
75.0,16.3,927.0,-3.54,1.2,20.9
77.0,16.3,927.1,-3.54,2.4,20.5
77.0,15.8,927.4,-3.54,2.3,19.9
78.0,15.7,927.7,-3.54,2.5,19.6
78.0,15.5,928.1,18.044,2.5,19.4
75.0,15.3,928.5,282.695,3.8,19.9
71.0,15.6,929.0,812.04,2.2,21.1
66.0,15.6,929.5,1075.834,2.2,22.2
61.0,15.0,929.3,1227.723,2.3,23.0
54.0,15.7,928.7,2243.187,3.7,25.6
49.0,15.6,927.9,3682.121,2.0,27.4
44.0,14.5,926.9,1604.89,1.1,27.8
41.0,13.9,925.9,1852.305,2.6,28.6
38.0,13.3,925.2,1460.679,2.0,29.0
35.0,12.5,924.7,1104.274,2.3,29.4
33.0,11.6,924.5,669.962,2.5,29.4
37.0,12.2,924.7,266.305,2.2,28.4
42.0,13.3,925.2,4.402,2.9,27.3
46.0,13.7,926.0,-3.54,2.3,26.1
52.0,14.3,926.8,-3.54,2.9,25.0
56.0,15.2,927.4,-3.48,3.3,24.7
59.0,15.5,927.6,-3.477,3.5,24.1
62.0,15.6,927.2,-3.483,3.9,23.2
60.0,14.1,927.0,-3.513,3.8,22.1
65.0,14.0,926.9,-3.54,3.3,20.7
70.0,14.2,927.0,-3.54,3.1,19.9
77.0,15.0,927.0,-3.54,2.6,19.1
79.0,15.1,927.5,-3.54,2.7,18.8
81.0,15.4,928.0,17.932,2.0,18.7
70.0,15.7,928.4,598.883,3.1,21.3
69.0,16.4,928.9,1374.253,3.3,22.5
63.0,16.3,928.9,2018.724,3.3,23.8
59.0,16.1,928.7,1501.029,3.6,24.7
57.0,16.6,928.4,2148.217,3.5,25.7
54.0,16.3,927.7,2357.532,3.3,26.2
48.0,15.7,927.0,2426.508,2.6,27.7
45.0,15.2,925.9,2182.049,3.5,28.2
42.0,14.7,925.0,1854.648,3.2,28.8
39.0,14.3,924.0,1833.713,3.3,29.7
37.0,13.3,923.6,1443.428,3.6,29.5
42.0,13.7,923.5,455.313,3.2,28.0
50.0,15.0,923.8,4.194,2.6,26.3
52.0,15.1,924.6,-3.54,3.2,25.6
57.0,15.7,925.4,-3.54,2.8,24.7
64.0,16.6,925.8,-3.54,3.3,23.8
70.0,17.2,926.0,-3.54,3.3,23.0
74.0,17.3,925.7,-3.54,3.4,22.2
78.0,17.1,925.3,-3.54,2.4,21.2
78.0,16.6,925.6,-3.54,3.4,20.6
79.0,16.1,925.7,-3.54,2.3,19.9
79.0,16.3,925.5,-3.526,1.9,20.0
78.0,16.7,925.9,-2.757,1.9,20.6
79.0,16.9,926.5,3.47,1.9,20.6
70.0,16.6,927.2,524.144,3.2,22.4
66.0,16.5,927.7,1142.758,2.9,23.1
64.0,16.6,927.9,1590.308,2.8,23.8
62.0,16.6,928.0,1348.753,2.6,24.4
58.0,18.0,927.6,2016.625,2.4,26.8
51.0,16.3,927.1,2613.987,2.5,27.3
51.0,15.9,926.4,2125.242,3.1,27.0
43.0,15.8,925.2,3726.44,4.3,29.7
41.0,15.1,924.3,2789.392,2.8,29.7
36.0,13.5,923.5,2158.744,2.9,30.1
42.0,14.9,923.8,1378.922,4.1,29.3
43.0,14.5,924.2,389.705,3.1,28.2
47.0,14.4,924.5,8.215,2.9,26.5
51.0,14.5,925.1,-3.54,2.1,25.3
54.0,14.5,925.9,-3.54,1.9,24.3
58.0,15.0,926.2,-3.54,2.8,23.7
64.0,15.6,926.1,-3.54,3.2,22.8
69.0,15.9,926.1,-3.54,2.4,21.8
