umid_inst,pto_orvalho_inst,pressao,radiacao,vento_vel,temp_inst
92.0,24.0,1006.2,-3.352,0.1,25.4
89.0,23.5,1006.8,-3.032,0.1,25.5
92.0,23.5,1007.4,-3.372,0.0,24.9
94.0,23.2,1007.1,-3.502,0.0,24.3
93.0,23.0,1006.4,-3.144,0.0,24.1
94.0,22.9,1006.0,-2.372,0.0,23.8
95.0,22.6,1005.4,-2.85,0.0,23.5
94.0,22.6,1005.3,-2.87,0.2,23.7
85.0,22.1,1005.5,-3.064,1.8,24.9
82.0,22.1,1006.2,-3.54,1.9,25.3
83.0,22.4,1007.9,15.002,1.8,25.5
81.0,22.5,1008.8,224.988,3.1,26.0
75.0,22.2,1009.2,1016.077,3.7,27.1
72.0,22.7,1009.4,1291.121,2.9,28.3
69.0,22.2,1009.4,1161.02,3.5,28.5
64.0,22.1,1008.7,1945.258,4.4,29.5
65.0,22.6,1007.9,1894.729,3.1,29.9
69.0,22.7,1007.3,1255.298,2.0,29.1
76.0,23.8,1005.9,1219.243,2.4,28.4
79.0,23.8,1005.4,929.485,0.8,27.8
77.0,22.5,1006.3,468.693,2.5,26.8
92.0,23.7,1006.8,110.207,1.6,25.2
90.0,22.4,1007.5,12.195,3.8,24.0
94.0,22.9,1007.7,-2.934,0.0,23.9
95.0,23.0,1008.2,-1.885,0.0,24.0
95.0,22.6,1008.8,-3.312,0.1,23.5
95.0,22.4,1009.1,-3.464,0.0,23.2
95.0,22.6,1009.1,-2.706,0.0,23.4
95.0,22.6,1008.6,-1.823,0.0,23.4
95.0,22.7,1007.8,-2.274,0.0,23.4
95.0,22.7,1007.4,-2.178,0.0,23.5
95.0,22.7,1007.2,-1.746,0.0,23.5
95.0,22.7,1007.7,-1.813,0.0,23.5
95.0,22.8,1008.5,-2.01,0.0,23.6
95.0,22.9,1009.4,46.92,0.0,23.8
94.0,23.6,1010.7,344.828,0.0,24.6
84.0,22.5,1011.2,860.223,0.0,25.5
74.0,22.5,1011.3,1483.593,1.0,27.5
69.0,22.5,1010.9,2537.208,2.1,28.9
60.0,21.3,1010.2,2638.933,3.6,29.8
59.0,21.9,1009.2,2792.463,3.0,30.7
59.0,21.7,1008.0,2463.581,2.5,30.7
59.0,21.9,1007.0,2476.126,2.3,30.9
62.0,22.1,1006.5,1375.621,1.3,30.2
85.0,22.7,1006.8,561.39,0.8,25.4
93.0,24.2,1007.2,162.428,0.0,25.5
91.0,23.4,1007.7,8.442,1.6,24.9
89.0,22.5,1008.4,-3.435,1.6,24.4
89.0,22.5,1009.2,-2.314,1.9,24.4
91.0,23.0,1009.3,-1.971,0.0,24.5
94.0,22.9,1009.4,-1.837,0.0,24.0
94.0,22.8,1009.4,-2.442,0.1,23.8
94.0,22.8,1008.7,-2.253,0.0,23.7
94.0,22.5,1008.0,-1.872,0.0,23.5
94.0,22.4,1007.9,-1.637,0.1,23.4
94.0,22.2,1007.9,-2.493,0.1,23.3
94.0,22.0,1008.0,-2.482,0.0,23.1
94.0,22.2,1008.5,-2.712,0.0,23.1
95.0,22.4,1009.3,55.299,0.0,23.3
93.0,23.7,1010.4,383.9,0.0,24.9
88.0,23.6,1010.9,561.534,0.4,25.8
78.0,22.8,1011.2,1118.139,1.9,27.0
72.0,22.5,1011.1,2486.45,1.0,28.0
68.0,22.9,1010.5,1941.691,0.7,29.5
65.0,23.0,1009.4,2599.505,0.5,30.3
70.0,23.9,1008.1,2063.208,1.8,29.9
59.0,22.4,1006.7,3133.484,1.0,31.4
75.0,24.4,1006.0,1246.076,0.8,29.3
67.0,23.3,1005.8,889.656,0.0,30.0
86.0,25.1,1005.9,277.18,0.0,27.7
92.0,24.5,1006.5,8.143,0.0,25.9
93.0,24.1,1007.3,-3.502,0.0,25.3
94.0,23.9,1007.5,-3.363,0.0,25.0
95.0,23.6,1008.2,-3.495,0.0,24.6
95.0,23.5,1008.6,-3.014,0.0,24.4
95.0,23.4,1008.3,-2.556,0.0,24.2
95.0,23.4,1007.8,-1.831,0.0,24.3
95.0,23.3,1006.9,-2.106,0.0,24.2
95.0,23.3,1006.7,-3.014,0.0,24.1
95.0,23.2,1006.6,-1.612,0.2,24.0
95.0,23.1,1006.5,-2.94,0.1,24.0
95.0,22.9,1007.5,-2.361,0.0,23.8
95.0,23.0,1008.3,79.782,0.2,24.0
87.0,22.6,1009.4,712.66,1.4,24.9
83.0,22.9,1009.8,971.927,0.2,26.0
71.0,23.1,1009.7,2242.353,1.9,28.8
65.0,23.0,1009.4,3156.627,1.4,30.3
83.0,24.2,1008.7,3039.831,2.1,27.5
68.0,23.8,1007.1,2920.248,2.1,30.4
70.0,24.1,1005.5,3072.604,3.1,30.3
67.0,24.0,1004.2,3003.594,2.6,30.9
74.0,23.4,1004.1,1537.519,1.7,28.5
69.0,23.7,1003.7,603.28,0.1,29.9
84.0,25.1,1004.4,199.467,0.0,28.0
87.0,24.1,1005.1,8.839,0.4,26.5
90.0,24.3,1006.1,-3.533,0.0,26.0
93.0,24.3,1007.0,-3.386,0.0,25.5
87.0,23.5,1007.6,-3.209,0.3,25.8
92.0,23.8,1007.5,-3.258,0.1,25.2
93.0,23.7,1006.9,-3.518,0.4,24.8
94.0,23.3,1006.1,-3.531,0.0,24.4
95.0,23.1,1005.3,-3.348,0.0,24.1
95.0,22.7,1005.1,-3.536,0.0,23.6
95.0,23.0,1005.2,-2.411,0.5,23.9
95.0,22.9,1005.8,-1.603,0.3,23.8
95.0,22.8,1006.3,-2.045,0.1,23.7
95.0,23.0,1006.8,36.792,0.0,23.9
94.0,23.2,1008.1,195.76,0.2,24.2
93.0,22.7,1009.1,244.65,2.6,23.8
95.0,22.2,1009.3,91.799,1.2,23.2
95.0,22.3,1009.1,112.384,0.3,23.2
95.0,22.4,1008.5,145.936,0.1,23.3
94.0,23.4,1007.6,525.053,0.4,24.3
91.0,23.1,1006.0,860.687,1.3,24.7
84.0,22.4,1005.2,1116.399,0.0,25.3
85.0,22.1,1005.2,914.871,3.1,24.8
86.0,22.2,1005.0,485.062,0.0,24.8
91.0,23.0,1004.3,126.28,0.0,24.5
94.0,22.9,1004.3,12.753,0.0,24.1
94.0,22.8,1005.2,-2.699,0.0,23.8
95.0,22.8,1007.3,-1.391,0.9,23.7
95.0,22.6,1007.7,-2.4,0.1,23.5
95.0,22.6,1007.4,-2.078,0.0,23.4
95.0,22.4,1006.9,-1.799,0.0,23.3
95.0,22.3,1006.3,-2.063,0.0,23.1
95.0,22.2,1005.6,-2.557,0.0,23.0
95.0,22.1,1005.2,-2.768,0.0,22.9
95.0,22.0,1004.8,-2.185,0.0,22.8
96.0,22.1,1005.4,-1.934,0.0,22.9
96.0,22.0,1006.2,-2.052,0.0,22.7
96.0,22.1,1006.9,50.201,0.0,22.9
94.0,22.7,1007.8,385.789,0.0,23.7
90.0,23.3,1008.1,633.724,0.0,25.1
74.0,22.5,1008.2,2067.379,1.5,27.5
73.0,23.7,1007.6,2993.878,2.6,29.1
67.0,23.5,1006.9,3549.469,2.9,30.4
72.0,24.1,1005.6,2822.358,2.3,29.6
68.0,23.9,1004.6,3357.934,0.8,30.6
79.0,23.7,1004.4,2499.125,4.8,27.6
79.0,22.9,1003.5,1577.76,2.2,26.9
79.0,23.0,1003.2,1028.036,2.2,26.9
85.0,23.6,1003.7,269.359,0.6,26.2
90.0,23.9,1004.0,20.348,0.0,25.6
93.0,23.8,1004.7,-3.515,0.9,25.1
91.0,23.3,1005.3,-3.272,0.2,24.8
91.0,23.0,1006.1,-3.54,0.0,24.6
94.0,22.9,1006.4,-3.383,0.0,24.0
95.0,22.5,1006.2,-3.513,0.0,23.3
95.0,22.1,1005.7,-3.54,0.0,22.9
95.0,21.9,1005.1,-3.48,0.0,22.7
95.0,21.4,1004.6,-3.538,0.0,22.2
95.0,21.6,1004.7,-3.52,0.0,22.3
95.0,21.5,1005.1,-3.511,0.0,22.3
96.0,21.7,1005.8,-3.435,0.0,22.4
96.0,22.4,1006.5,73.078,0.0,23.2
92.0,23.6,1007.5,390.088,2.3,25.0
80.0,22.8,1008.1,1112.047,2.9,26.5
78.0,23.2,1008.3,1528.543,1.4,27.3
70.0,23.5,1008.0,1926.524,1.9,29.5
87.0,24.4,1007.2,2583.203,2.2,26.7
75.0,23.9,1006.0,2480.975,2.0,28.9
75.0,24.0,1005.1,2473.861,3.0,28.8
73.0,24.2,1004.2,2549.883,1.3,29.6
92.0,23.9,1004.1,469.997,0.1,25.4
90.0,24.0,1003.9,427.861,0.0,25.7
87.0,22.8,1005.1,175.706,0.8,25.1
92.0,23.2,1005.4,11.178,0.0,24.6
94.0,23.3,1005.4,-2.873,0.0,24.3
95.0,23.2,1006.5,-3.301,0.0,24.1
94.0,23.1,1006.8,-3.099,0.1,24.0
95.0,22.5,1006.9,-3.107,0.0,23.4
95.0,22.4,1006.4,-3.513,0.0,23.2
95.0,22.4,1005.8,-2.888,0.0,23.2
95.0,22.3,1005.2,-2.801,0.0,23.0
95.0,22.0,1005.1,-3.33,0.0,22.8
96.0,22.0,1005.4,-3.294,0.0,22.8
96.0,21.9,1005.9,-3.041,0.0,22.7
96.0,22.4,1006.5,-1.262,0.0,23.1
96.0,22.6,1007.3,17.341,0.0,23.3
95.0,23.4,1008.1,246.976,0.1,24.2
89.0,23.2,1008.2,741.22,0.0,25.1
80.0,23.5,1008.3,1854.688,1.5,27.3
71.0,23.0,1008.0,2636.137,2.2,28.7
67.0,23.4,1006.8,2856.821,2.7,30.3
65.0,23.5,1005.1,3274.884,2.1,31.0
64.0,22.8,1004.1,1591.691,0.5,30.4
69.0,23.4,1002.8,1141.649,1.0,29.7
68.0,23.9,1002.0,1324.275,0.4,30.6
71.0,24.2,1002.4,873.29,0.1,30.0
94.0,23.1,1004.4,151.107,1.4,24.1
94.0,22.3,1004.7,-0.538,0.2,23.3
95.0,22.6,1005.6,-2.172,0.0,23.5
95.0,22.5,1006.0,-1.798,0.2,23.4
95.0,22.6,1007.1,-2.073,0.0,23.4
95.0,23.4,1007.4,-0.969,0.0,24.2
95.0,22.8,1007.3,-1.396,0.0,23.7
95.0,23.0,1006.0,-2.199,0.9,23.8
95.0,22.7,1005.5,-2.173,0.0,23.5
95.0,22.7,1004.2,-2.042,0.0,23.5
95.0,22.2,1004.4,-3.09,0.0,23.0
96.0,22.0,1004.4,-3.435,0.8,22.8
95.0,22.0,1005.1,-3.001,0.0,22.7
95.0,22.2,1006.3,72.224,0.0,23.0
94.0,23.2,1007.3,458.071,0.1,24.2
81.0,22.4,1007.8,1334.223,1.3,26.0
75.0,23.0,1008.0,2062.771,1.0,27.9
80.0,24.5,1007.8,1408.861,2.0,28.2
71.0,23.7,1006.8,2997.456,2.7,29.6
67.0,23.8,1005.6,3557.986,2.1,30.7
64.0,23.8,1004.4,3105.286,0.7,31.3
61.0,23.7,1003.1,2987.071,1.9,32.1
95.0,22.5,1004.9,978.104,6.7,23.5
93.0,21.4,1005.1,144.151,4.3,22.6
94.0,21.4,1006.1,16.371,2.3,22.5
94.0,21.4,1006.4,0.577,1.7,22.5
95.0,21.6,1006.5,-1.778,0.0,22.5
95.0,21.5,1007.0,-1.63,0.0,22.3
95.0,21.6,1007.5,-2.096,0.0,22.4
95.0,21.6,1007.8,-0.738,0.0,22.4
96.0,21.6,1007.8,-1.589,0.0,22.3
96.0,21.4,1006.9,-0.963,0.1,22.2
96.0,21.4,1006.1,-1.803,0.0,22.1
96.0,21.9,1005.5,-2.535,0.0,22.6
95.0,22.0,1005.3,-1.746,0.0,22.9
95.0,21.8,1005.5,-2.619,0.0,22.6
95.0,21.4,1006.0,-2.106,0.0,22.2
